9482 4156  14 8.571428571428571
786195 13207  41 4.714285714285714
925308 100820  35 4.714285714285714
431951 65234  58 4.714285714285714
542756 45755  37 4.714285714285714
793220 57447  59 4.714285714285714
11900 1829  -1 4.714285714285714
300803 52074  58 4.714285714285714
656039 29748  49 4.714285714285714
137009 6130  -1 4.714285714285714
92358 24016  -1 4.714285714285714
826018 110747  25 4.714285714285714
489280 56167  62 4.714285714285714
916136 100831  -1 4.714285714285714
816398 86045  27 4.714285714285714
900753 68947  -1 4.714285714285714
30775 811  -1 4.714285714285714
929981 91342  69 4.714285714285714
477444 46941  62 4.714285714285714
391299 60910  49 4.714285714285714
275080 20849  65 4.714285714285714
476509 54475  69 4.714285714285714
153558 16385  -1 4.713896457765667
79237 6202  50 4.713740458015267
206352 6532  -1 4.713740458015267
59407 10673  57 4.713740458015267
898042 84109  31 4.713725490196079
55886 12268  -1 4.713709677419355
704374 65083  -1 4.713636363636364
168079 35746  56 4.713636363636364
793350 57447  59 4.713513513513513
339471 56254  -1 4.713513513513513
57843 14620  45 4.713450292397661
133146 10432  51 4.713432835820895
855759 70661  -1 4.713414634146342
72102 6576  66 4.713414634146342
589167 66384  75 4.713414634146342
778671 61315  -1 4.713375796178344
808077 59029  50 4.713286713286713
664437 80859  -1 4.713286713286713
29570 2752  87 4.713235294117647
846036 36141  72 4.713235294117647
633075 88825  28 4.713235294117647
495521 47316  31 4.713178294573644
235306 23042  -1 4.713004484304933
23552 368  40 4.712962962962963
258259 40642  -1 4.71280276816609
11662 3080  -1 4.712765957446808
536634 59029  50 4.712643678160919
324736 52731  29 4.71259842519685
911155 58430  -1 4.7125
850951 57447  59 4.7125
777904 105431  34 4.712418300653595
691939 95022  25 4.712418300653595
575861 52992  40 4.712418300653595
634968 67363  59 4.712389380530974
383788 32754  -1 4.712389380530974
46121 10848  -1 4.712328767123288
396405 33576  38 4.712328767123288
181593 37215  65 4.712280701754386
270772 3741  -1 4.712230215827338
537559 78837  65 4.712121212121212
1332 1064  -1 4.712041884816754
701523 61315  -1 4.711956521739131
226974 35517  -1 4.711934156378601
315651 6498  60 4.711864406779661
906874 92847  64 4.711864406779661
305916 32872  59 4.711864406779661
476831 24951  60 4.711764705882353
426602 43437  38 4.711764705882353
224730 2158  -1 4.711743772241993
73946 14593  -1 4.711656441717792
268893 18552  61 4.711610486891386
12219 4793  -1 4.711442786069652
309581 54866  41 4.711442786069652
597972 72261  -1 4.711340206185567
63015 10437  72 4.7112970711297075
653768 74273  35 4.711229946524064
287995 37463  46 4.711229946524064
286099 50147  -1 4.711206896551724
147550 6202  50 4.711180124223603
188078 14773  36 4.711111111111111
486665 67697  49 4.711111111111111
528543 35645  41 4.711111111111111
575110 81529  -1 4.711111111111111
766877 91618  -1 4.711111111111111
542609 73564  40 4.711111111111111
555770 33403  37 4.7110091743119265
426499 59470  39 4.710982658959537
222714 42803  31 4.710884353741497
713733 84779  -1 4.710843373493976
43584 10858  36 4.710743801652892
600999 37625  -1 4.710691823899371
325205 56672  39 4.710659898477157
4763 2587  -1 4.7105263157894735
199032 39429  61 4.7105263157894735
327761 11854  53 4.7105263157894735
808388 674  -1 4.710280373831775
414593 43565  60 4.710280373831775
75501 811  -1 4.7102272727272725
461084 64462  33 4.7101449275362315
855719 40973  8 4.710059171597633
489333 50674  62 4.70995670995671
48641 6957  -1 4.70995670995671
38872 6576  66 4.709876543209877
330792 36141  72 4.709844559585492
37963 3981  -1 4.709821428571429
264176 40977  47 4.70979020979021
544128 61222  67 4.709677419354839
183154 6624  80 4.709677419354839
901600 103142  51 4.709677419354839
387057 30637  72 4.709677419354839
10088 5473  -1 4.709677419354839
446687 39566  32 4.709677419354839
684158 79443  56 4.70952380952381
894201 79791  41 4.709497206703911
78510 20992  40 4.70945945945946
172940 33947  69 4.7094017094017095
546154 71608  35 4.7094017094017095
365211 55318  71 4.70935960591133
609158 67361  -1 4.709183673469388
633131 41864  44 4.709163346613546
337982 58438  58 4.709090909090909
181328 35947  -1 4.709030100334449
653973 89431  -1 4.708994708994709
212464 35545  -1 4.708904109589041
328343 43565  60 4.708791208791209
779650 40973  8 4.708791208791209
45358 4520  -1 4.708695652173913
68682 6532  -1 4.708661417322834
70042 18854  -1 4.7086330935251794
314915 18505  -1 4.708571428571428
29054 6130  -1 4.708542713567839
571325 82721  34 4.708542713567839
831370 98005  -1 4.708542713567839
332897 45414  69 4.708333333333333
950953 14476  -1 4.708333333333333
68143 16385  -1 4.708333333333333
336135 59080  49 4.708333333333333
28392 7969  49 4.708333333333333
49036 6019  72 4.708333333333333
881326 674  -1 4.708333333333333
772076 84779  -1 4.708163265306123
30548 6630  94 4.708154506437769
240604 42402  27 4.708154506437769
846255 113419  -1 4.708133971291866
93165 3343  69 4.707865168539326
168289 29009  -1 4.7076271186440675
903951 20330  44 4.707602339181286
912885 14476  -1 4.707602339181286
937082 128212  33 4.707602339181286
12161 1863  41 4.7075471698113205
853115 11854  53 4.7075471698113205
532788 73929  -1 4.707482993197279
783758 1024  -1 4.707482993197279
565641 80554  52 4.707446808510638
822683 73564  40 4.7073170731707314
917341 117534  97 4.7073170731707314
848157 113774  27 4.7073170731707314
777176 92733  -1 4.7073170731707314
477790 67363  59 4.707182320441989
717697 63806  34 4.707182320441989
638736 37334  -1 4.707142857142857
419124 36808  -1 4.707112970711297
303246 44611  59 4.707070707070707
288765 49972  31 4.707042253521127
334277 40465  31 4.706976744186046
942315 6565  -1 4.706976744186046
865582 101536  70 4.706976744186046
229970 43437  38 4.706959706959707
75308 21522  46 4.706896551724138
717736 67363  59 4.706896551724138
891772 74979  -1 4.706896551724138
3430 1128  -1 4.70679012345679
778525 73564  40 4.706766917293233
48635 10978  44 4.706666666666667
392210 63870  26 4.706666666666667
821487 30982  -1 4.706521739130435
826 428  -1 4.706467661691542
368984 46463  35 4.7063492063492065
437743 48257  35 4.7063492063492065
106959 27069  -1 4.70631970260223
609431 85156  36 4.706270627062707
931976 100831  -1 4.706214689265536
485824 66524  57 4.706185567010309
224872 37215  65 4.706081081081081
239435 40106  30 4.706070287539936
784871 98141  31 4.705882352941177
261066 12583  33 4.705882352941177
710069 2158  -1 4.705882352941177
939778 128809  52 4.705882352941177
199546 36563  30 4.705645161290323
167705 17983  47 4.705627705627705
682109 88687  53 4.705607476635514
811826 101668  -1 4.705555555555556
827286 68504  76 4.705521472392638
777208 101668  -1 4.705479452054795
696152 32872  59 4.705479452054795
257058 33542  38 4.705454545454545
885349 63812  -1 4.705426356589148
909265 117831  36 4.705426356589148
762016 73564  40 4.705426356589148
763653 88808  -1 4.705426356589148
656190 88930  38 4.705357142857143
187626 37875  47 4.7052980132450335
819533 101668  -1 4.705263157894737
728613 61651  -1 4.705263157894737
521932 79085  -1 4.705128205128205
451674 69493  34 4.705128205128205
448593 37756  68 4.705035971223022
126084 23680  61 4.705
180924 32754  -1 4.705
106401 16363  43 4.704980842911877
202169 25143  -1 4.704918032786885
749537 36983  -1 4.704918032786885
224870 33379  39 4.704861111111111
642935 32602  -1 4.704845814977974
862475 80912  -1 4.704845814977974
68155 6576  66 4.704819277108434
83558 18349  47 4.704819277108434
76971 7322  49 4.704819277108434
372484 31399  -1 4.704761904761905
140180 28141  34 4.704761904761905
359150 57320  -1 4.7047244094488185
77969 16241  -1 4.704545454545454
259513 27133  -1 4.704545454545454
657360 83845  44 4.704545454545454
802533 101668  -1 4.7043478260869565
358775 36999  -1 4.7043478260869565
91079 20613  30 4.704318936877076
468632 60846  27 4.704301075268817
59044 14476  -1 4.7042801556420235
913666 11854  53 4.704225352112676
264987 48298  53 4.704225352112676
808022 78371  32 4.704225352112676
916736 674  -1 4.704225352112676
604143 63812  -1 4.704081632653061
84791 20673  45 4.704081632653061
310919 53801  54 4.7040358744394615
949408 114565  38 4.704
778395 70484  46 4.704
666217 65083  -1 4.703883495145631
823131 59276  61 4.703703703703703
373752 56945  34 4.703703703703703
467406 63244  11 4.703703703703703
105116 10848  -1 4.7032967032967035
767890 97225  68 4.7032967032967035
681729 89489  -1 4.703225806451613
37969 11883  -1 4.703225806451613
134631 17296  42 4.703196347031963
198660 6630  94 4.703180212014134
36698 10978  44 4.703125
20952 8488  41 4.703125
923002 123057  -1 4.703125
682716 93242  42 4.703071672354949
395234 57701  49 4.703071672354949
729008 97225  68 4.703030303030303
130961 22384  -1 4.703007518796992
52377 74  -1 4.702970297029703
456603 58894  41 4.702928870292887
17377 4851  -1 4.702830188679245
289343 31831  -1 4.702702702702703
39333 2158  -1 4.702702702702703
633684 88699  24 4.702702702702703
739482 6576  66 4.7025316455696204
56669 11206  38 4.7025316455696204
141727 2350  81 (passed away January, 2011) 4.702508960573477
791522 106904  24 4.702479338842975
12573 6498  60 4.702439024390244
199285 6576  66 4.7023809523809526
265931 41802  37 4.702341137123746
455512 36403  40 4.702325581395349
109446 10212  52 4.702290076335878
860452 113419  -1 4.702290076335878
498515 42713  40 4.702247191011236
190111 12231  65 4.702194357366771
241941 28532  44 4.702127659574468
550973 79738  -1 4.702127659574468
54551 10799  61 4.702127659574468
118113 18552  61 4.702127659574468
223394 40973  8 4.7020547945205475
200482 39227  40 4.7020547945205475
325518 36141  72 4.701923076923077
17338 7706  38 4.701834862385321
47432 12448  54 4.701834862385321
645564 65811  37 4.701657458563536
890555 112426  -1 4.701612903225806
92619 7322  49 4.701538461538462
125971 22411  37 4.701492537313433
776379 34114  55 4.701492537313433
135335 27342  -1 4.701219512195122
402271 65035  -1 4.7011494252873565
651138 89431  -1 4.7011494252873565
710103 12571  48 4.7011494252873565
311343 50674  62 4.701086956521739
802116 66967  47 4.700934579439252
502632 69407  -1 4.700787401574803
486860 24389  29 4.700598802395209
612974 61234  -1 4.700564971751413
477465 61179  41 4.700564971751413
11317 2764  68 4.700507614213198
51017 12061  34 4.700507614213198
643839 59029  50 4.700440528634362
248769 2350  81 (passed away January, 2011) 4.70042194092827
375690 62249  -1 4.70042194092827
10945 4340  -1 4.70042194092827
287946 47487  42 4.70042194092827
46195 10510  -1 4.700389105058366
289258 15475  -1 4.700296735905044
878501 116241  75 4.7
72053 17280  46 4.7
728892 98052  25 4.7
120894 7684  38 4.7
25184 7969  49 4.7
658675 75893  34 4.7
863424 115626  44 4.7
404399 54885  53 4.7
448875 66494  64 4.699507389162561
288270 24890  44 4.699481865284974
681872 70514  -1 4.699453551912568
467029 54475  69 4.699421965317919
952129 130606  19 4.699386503067485
457125 64929  54 4.699386503067485
305276 37524  41 4.6992481203007515
8115 1280  98 4.69921875
206131 6202  50 4.69921875
892691 68504  76 4.699186991869919
377098 63534  40 4.6991525423728815
41301 1570  -1 4.699115044247788
865608 35513  37 4.699074074074074
328389 44172  43 4.698863636363637
136750 22411  37 4.698863636363637
833508 7466  46 4.698795180722891
569966 65083  -1 4.698795180722891
576951 74015  47 4.698717948717949
78812 7969  49 4.698630136986301
533669 68751  33 4.698630136986301
718778 3554  46 4.698630136986301
2323 409  31 4.698630136986301
495468 75893  34 4.698564593301436
767497 37444  66 4.698529411764706
478476 72113  -1 4.698492462311558
444651 67975  36 4.698492462311558
248008 42310  61 4.698412698412699
866930 107135  49 4.698324022346369
501192 76750  -1 4.698324022346369
779604 103916  40 4.698324022346369
759760 100831  -1 4.698324022346369
40878 11923  40 4.698275862068965
197784 37779  29 4.698275862068965
82102 22613  32 4.698245614035088
464067 32872  59 4.6982248520710055
28341 6624  80 4.698198198198198
141761 25183  44 4.69811320754717
618028 52992  40 4.69811320754717
752341 40973  8 4.69811320754717
122100 23561  48 4.69811320754717
5528 1617  24 4.69811320754717
189301 2350  81 (passed away January, 2011) 4.6980519480519485
298115 45101  36 4.697916666666667
248395 37544  42 4.697872340425532
636148 34114  55 4.697872340425532
26060 9363  44 4.697872340425532
930531 125134  40 4.697802197802198
185672 2350  81 (passed away January, 2011) 4.697777777777778
60629 10149  55 4.697761194029851
72798 6498  60 4.697761194029851
859161 112095  62 4.697560975609756
945129 124815  -1 4.697530864197531
331 557  -1 4.697478991596639
149764 32754  -1 4.697478991596639
823054 110186  35 4.697435897435898
7324 1792  72 4.697416974169742
282260 45364  44 4.697318007662835
23795 2350  81 (passed away January, 2011) 4.697247706422019
38184 11167  27 4.697247706422019
833832 104230  71 4.696969696969697
19405 5982  51 4.696969696969697
95550 6130  -1 4.696969696969697
686858 91614  24 4.696969696969697
802078 66967  47 4.696774193548387
696642 91342  69 4.696774193548387
426506 68419  32 4.69672131147541
937280 98171  28 4.696629213483146
434816 67361  -1 4.696517412935323
842652 101668  -1 4.696517412935323
33259 409  31 4.696517412935323
95351 17185  61 4.696498054474708
604468 64623  -1 4.696428571428571
195928 39111  -1 4.696428571428571
331638 30643  28 4.696428571428571
357243 45475  -1 4.696335078534031
208776 41241  48 4.696296296296296
96511 24970  32 4.69620253164557
170633 31211  38 4.696165191740413
247358 34013  34 4.696132596685083
342056 59478  30 4.696
54677 11096  -1 4.696
138028 21216  26 4.695970695970696
619205 86379  41 4.695876288659794
834036 111238  36 4.695852534562212
18482 2011  -1 4.695833333333334
402269 56945  34 4.695817490494297
91152 20662  -1 4.6957928802588995
534728 74496  44 4.695652173913044
35234 2634  -1 4.695652173913044
650783 57320  -1 4.695652173913044
261014 37961  51 4.695652173913044
16335 368  40 4.695652173913044
567375 81954  24 4.695454545454545
782644 105434  60 4.695431472081219
585564 82692  25 4.695431472081219
115607 17185  61 4.695364238410596
684332 51597  -1 4.695364238410596
23360 2011  -1 4.6953125
211214 26189  35 4.695278969957082
26301 7958  -1 4.695278969957082
606209 17513  40 4.695238095238095
476397 36403  40 4.695187165775401
486634 46177  60 4.695187165775401
780760 67363  59 4.695121951219512
183531 14614  -1 4.695081967213115
859780 100831  -1 4.695
431296 67301  57 4.695
137220 12421  -1 4.694915254237288
500576 35947  -1 4.694915254237288
474316 70656  27 4.694835680751174
38087 6202  50 4.694835680751174
234623 29177  -1 4.694805194805195
447053 32968  50 4.6947368421052635
20594 6202  50 4.6946902654867255
814260 107135  49 4.694656488549619
27204 7743  -1 4.694560669456067
678287 90518  36 4.694444444444445
820162 83845  44 4.694444444444445
944197 125552  20 4.694444444444445
609719 70143  38 4.694352159468439
412828 50351  61 4.6943231441048034
94825 20407  43 4.6943231441048034
118324 17578  -1 4.694300518134715
824083 98005  -1 4.694267515923567
822546 107135  49 4.694214876033058
151008 12448  54 4.694174757281553
147564 28256  27 4.694117647058824
315647 50056  53 4.694117647058824
260875 34759  39 4.694078947368421
493307 64853  26 4.6938775510204085
800826 96802  51 4.69375
193048 1570  -1 4.693726937269373
903638 117534  97 4.693693693693693
556460 80477  28 4.693693693693693
449597 55738  43 4.69364161849711
164463 29943  36 4.693602693602694
893532 42345  30 4.693548387096774
691617 11854  53 4.693548387096774
574677 83033  -1 4.693548387096774
241824 41845  53 4.693467336683417
863561 107135  49 4.693430656934306
655561 41675  52 4.693251533742331
